N,K,Solver,p,seed,restart_id,is_best_restart,experiment_phase,Feasibility Ratio (%),Optimization GAP (%),gap_best_of_restarts,Sharpe Ratio In-Sample,Sharpe Ratio Out-of-Sample,Execution Time (s),objective
10,5,Standard QAOA,3.0,44,0.0,True,N_scaling,83.54944709221999,80.97689358269484,80.97689358269484,0.532732976157259,-0.6639061257120945,0.3894849000062095,-0.030747955499407717
10,5,XY-QAOA,3.0,44,,True,N_scaling,100.0,0.7078939148095277,0.7078939148095277,2.3010865132512186,0.6101644451794149,0.4012185000028694,-0.1604905735360125
10,5,XY-QAOA Regularized,3.0,44,0.0,True,N_scaling,100.00000000000004,6.9982636690356745,6.9982636690356745,1.9651812885661097,0.5869480028440377,0.39841779999551363,-0.15032314845648834
10,5,Gurobi,,45,,True,N_scaling,100.0,0.0,0.0,2.4110990072052987,1.0692206612983115,0.004712800000561401,-0.20253013181204094
10,5,Simulated Annealing,,45,,True,N_scaling,100.0,0.0,0.0,2.4110990072052987,1.0692206612983115,0.022336299996823072,-0.20253013181204094
10,5,Standard QAOA,3.0,45,0.0,True,N_scaling,86.3796561292602,78.58537045880713,78.58537045880713,0.7211464498046141,0.11462701184189553,0.3902356999897165,-0.043371077436838164
10,5,XY-QAOA,3.0,45,,True,N_scaling,100.0,14.651745600082899,14.651745600082899,2.1675695421938035,0.8742549089484682,0.3949483999895165,-0.17285593213542813
10,5,XY-QAOA Regularized,3.0,45,0.0,True,N_scaling,99.99999999999996,22.433137673583307,22.433137673583307,2.2144418136067525,0.7678789171324608,0.3998841000138782,-0.15709626851215605
10,5,Gurobi,,46,,True,N_scaling,100.0,0.0,0.0,2.54119804515872,0.5405153312849689,0.004616400008671917,-0.1638608897773614
10,5,Simulated Annealing,,46,,True,N_scaling,100.0,0.0,0.0,2.54119804515872,0.5405153312849689,0.024089500002446584,-0.1638608897773614
10,5,Standard QAOA,3.0,46,0.0,True,N_scaling,37.316299229012515,0.0,0.0,1.7200668195629323,1.2627841648691445,0.40318729999125935,-0.2207209601970472
10,5,XY-QAOA,3.0,46,,True,N_scaling,100.0,16.852955692449928,16.852955692449928,1.7564453798289752,1.5801959937625687,0.39294479999807663,-0.13624548662592847
10,5,XY-QAOA Regularized,3.0,46,0.0,True,N_scaling,99.99999999999997,2.2314302206761734,2.2314302206761734,2.177201140126643,0.5499102833101086,0.39720340000349097,-0.1602044483630005
10,5,Gurobi,,47,,True,N_scaling,100.0,0.0,0.0,2.3553680016404637,0.631223654443696,0.004370900001958944,-0.1757136441037405
10,5,Simulated Annealing,,47,,True,N_scaling,100.0,0.0,0.0,2.3553680016404637,0.631223654443696,0.02263160000438802,-0.1757136441037405
10,5,Standard QAOA,3.0,47,0.0,True,N_scaling,91.69151216011687,0.0,0.0,2.3553680016404637,0.631223654443696,0.3873313999938546,-0.1757136441037405
10,5,XY-QAOA,3.0,47,,True,N_scaling,100.0,33.71904381661748,33.71904381661748,1.3983250843408248,1.0336860275125184,0.37471990000631195,-0.11646468345662495
10,5,XY-QAOA Regularized,3.0,47,0.0,True,N_scaling,99.99999999999989,17.28532147960041,17.28532147960041,1.9628658201537217,0.5731312635025919,0.4443249000032665,-0.14534097583688801
10,5,Gurobi,,48,,True,N_scaling,100.0,0.0,0.0,2.6159039398022275,0.5437617831031668,0.004455200003576465,-0.16269557723044759
10,5,Simulated Annealing,,48,,True,N_scaling,100.0,0.0,0.0,2.6159039398022275,0.5437617831031668,0.02300689999538008,-0.16269557723044759
10,5,Standard QAOA,3.0,48,0.0,True,N_scaling,78.37926445492084,100.0,100.0,0.0,0.0,0.3899074999935692,0.0
10,5,XY-QAOA,3.0,48,,True,N_scaling,100.0,4.133772515789372,4.133772515789372,2.5696053420287117,0.43194438721132106,0.37908540001080837,-0.15597011217449047
10,5,XY-QAOA Regularized,3.0,48,0.0,True,N_scaling,99.99999999999997,28.662331931255373,28.662331931255373,1.9710577093379567,0.49892204859483785,0.3920186999894213,-0.11606323084718476
10,5,Gurobi,,49,,True,N_scaling,100.0,0.0,0.0,3.2273978174705156,0.5689282474135813,0.0045160000008763745,-0.18368571181962634
10,5,Simulated Annealing,,49,,True,N_scaling,100.0,0.0,0.0,3.2273978174705156,0.5689282474135813,0.025457399999140762,-0.18368571181962634
10,5,Standard QAOA,3.0,49,0.0,True,N_scaling,87.37048735196971,0.0,0.0,3.2273978174705156,0.5689282474135813,0.3888085000071442,-0.18368571181962634
10,5,XY-QAOA,3.0,49,,True,N_scaling,100.0,14.922295004680612,14.922295004680612,2.10865193054736,0.2633933272535552,0.3805338000092888,-0.15627558802045421
10,5,XY-QAOA Regularized,3.0,49,0.0,True,N_scaling,100.0,20.62201789612835,20.62201789612835,2.3583815425896093,0.3512328624676878,0.3798553999949945,-0.14580601145555225
10,5,Gurobi,,50,,True,N_scaling,100.0,0.0,0.0,2.7122811005276977,0.5872529874268514,0.004716499999631196,-0.1662395658482797
